"","Store","Date","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","IsHoliday","sales","Type","Size"
"1",9,2010-02-05,-1.11788681956312,-1.77878588392286,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31170709017715,-0.722267675671886,0,0.146571644246957,2,0.053953597655005
"2",9,2010-02-12,-1.16553946389145,-1.83045801129219,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31579918092634,-0.722267675671886,1,0.147417704847321,2,0.053953597655005
"3",9,2010-02-19,-0.859127836920037,-1.90366019173206,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31702426916035,-0.722267675671886,0,0.136388378702169,2,0.053953597655005
"4",9,2010-02-26,-0.81967349699228,-1.80246894230047,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31777152091731,-0.722267675671886,0,0.126371293582308,2,0.053953597655005
"5",9,2010-03-05,-0.583972245475809,-1.66467660264894,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31851877267427,-0.722267675671886,0,0.135313436587848,2,0.053953597655005
"6",9,2010-03-12,-0.208387425124563,-1.57425037975262,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31926602715575,-0.722267675671886,0,0.131805333729074,2,0.053953597655005
"7",9,2010-03-19,-0.342122265658908,-1.4601410984787,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31454791267084,-0.722267675671886,0,0.129564453301331,2,0.053953597655005
"8",9,2010-03-26,-0.411295459038742,-1.43430503479404,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.3089189029041,-0.722267675671886,0,0.129351586478254,2,0.053953597655005
"9",9,2010-04-02,0.275824928534275,-1.46229410378576,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.3032898958619,-0.736441711348337,0,0.145424894755354,2,0.053953597655005
"10",9,2010-04-09,0.262502683883344,-1.35249083312594,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.29766088881969,-0.736441711348337,0,0.14120463160971,2,0.053953597655005
"11",9,2010-04-16,0.320915602737426,-1.27067663145785,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.2938538521602,-0.736441711348337,0,0.129569710622404,2,0.053953597655005
"12",9,2010-04-23,0.0734292886451313,-1.29866570044956,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.29247611388521,-0.736441711348337,0,0.130348372953418,2,0.053953597655005
"13",9,2010-04-30,0.319890814687354,-1.33096078005539,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.29109837561021,-0.736441711348337,0,0.131159203367713,2,0.053953597655005
"14",9,2010-05-07,0.448501714971342,-1.21254548816736,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.28972063733522,-0.736441711348337,0,0.140336226727949,2,0.053953597655005
"15",9,2010-05-14,0.548418549853324,-1.17163838733331,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.28967987562209,-0.736441711348337,0,0.1314444430435,2,0.053953597655005
"16",9,2010-05-21,0.598120770281798,-1.23192253593085,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.29766096238204,-0.736441711348337,0,0.135040584024729,2,0.053953597655005
"17",9,2010-05-28,0.886086212351921,-1.37617389150355,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.30564204914198,-0.736441711348337,0,0.148875684545681,2,0.053953597655005
"18",9,2010-06-04,1.01572190068598,-1.49243617808453,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31362313590192,-0.736441711348337,0,0.156322337093724,2,0.053953597655005
"19",9,2010-06-11,1.22580345095066,-1.57209737444557,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32160422266187,-0.736441711348337,0,0.13942588330776,2,0.053953597655005
"20",9,2010-06-18,1.18686150504794,-1.63884053896428,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32154780579176,-0.736441711348337,0,0.136854087726775,2,0.053953597655005
"21",9,2010-06-25,1.29087749213021,-1.6043924540514,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.3182763847451,-0.736441711348337,0,0.135837674986538,2,0.053953597655005
"22",9,2010-07-02,0.959358557932041,-1.56994436913851,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31500496369843,-0.709922547824654,0,0.141057455960354,2,0.053953597655005
"23",9,2010-07-09,0.957308981831899,-1.628075512429,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.3117335453763,-0.709922547824654,0,0.129469640143094,2,0.053953597655005
"24",9,2010-07-16,1.18378714089773,-1.66898261326305,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31148875168597,-0.709922547824654,0,0.126439908157295,2,0.053953597655005
"25",9,2010-07-23,1.26372060880331,-1.70127769286888,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31527946295378,-0.709922547824654,0,0.12341141114849,2,0.053953597655005
"26",9,2010-07-30,1.02494499313662,-1.63238152304311,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31907017422158,-0.709922547824654,0,0.125011463880674,2,0.053953597655005
"27",9,2010-08-06,1.39694305531262,-1.66037059203483,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32286088276486,-0.709922547824654,0,0.139452495328233,2,0.053953597655005
"28",9,2010-08-13,1.38464559871176,-1.52042524707625,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32665159403266,-0.709922547824654,0,0.128538427478826,2,0.053953597655005
"29",9,2010-08-20,1.35646392733479,-1.58070939567379,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32550699117847,-0.709922547824654,0,0.133186902226623,2,0.053953597655005
"30",9,2010-08-27,1.23912569560159,-1.67759463449127,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32436238832427,-0.709922547824654,0,0.135177877190788,2,0.053953597655005
"31",9,2010-09-03,1.16021701574608,-1.76802085738759,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32321778547007,-0.709922547824654,0,0.136314002679431,2,0.053953597655005
"32",9,2010-09-10,0.915805065803998,-1.79385692107225,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32207317989135,-0.709922547824654,1,0.129321883014289,2,0.053953597655005
"33",9,2010-09-17,1.09463058054149,-1.75725583085231,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32277057817415,-0.709922547824654,0,0.123617353564917,2,0.053953597655005
"34",9,2010-09-24,0.887623394427029,-1.666829607956,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32484947186064,-0.709922547824654,0,0.120805081556374,2,0.053953597655005
"35",9,2010-10-01,0.474121416223132,-1.71204271940415,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32692836554713,-0.655969766862678,0,0.132217808043386,2,0.053953597655005
"36",9,2010-10-08,0.282998444884776,-1.6474525601925,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32900726195815,-0.655969766862678,0,0.134718975210008,2,0.053953597655005
"37",9,2010-10-15,0.385989643916974,-1.4601410984787,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.33087505623319,-0.655969766862678,0,0.12130239585617,2,0.053953597655005
"38",9,2010-10-22,0.520749272501391,-1.44937607194343,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.33221510334186,-0.655969766862678,0,0.124383991541085,2,0.053953597655005
"39",9,2010-10-29,0.235858194581483,-1.46875311970692,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.33355515045052,-0.655969766862678,0,0.13571453204285,2,0.053953597655005
"40",9,2010-11-05,-0.0582559757890711,-1.52688426299741,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.33489519755919,-0.655969766862678,0,0.138133369188032,2,0.053953597655005
"41",9,2010-11-12,0.0903382914713132,-1.44291705602226,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.33623524466786,-0.655969766862678,0,0.138927358037,2,0.053953597655005
"42",9,2010-11-19,-0.50557595964533,-1.35033782781889,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.33300819261379,-0.655969766862678,0,0.138654388111056,2,0.053953597655005
"43",9,2010-11-26,0.0180907339412642,-1.42784601887287,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32901995282506,-0.655969766862678,1,0.204870288352378,2,0.053953597655005
"44",9,2010-12-03,-0.509162717820581,-1.48597716216336,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32503171576085,-0.655969766862678,0,0.154216037150391,2,0.053953597655005
"45",9,2010-12-10,-0.703360053309152,-1.19532144571092,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.32104347869664,-0.655969766862678,0,0.164873915290431,2,0.053953597655005
"46",9,2010-12-17,-0.518898204296261,-1.13934330772748,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31928222994353,-0.655969766862678,0,0.182777448804742,2,0.053953597655005
"47",9,2010-12-24,-0.455873739216857,-1.10274221750755,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31919122242374,-0.655969766862678,0,0.232951216602911,2,0.053953597655005
"48",9,2010-12-31,-0.712583145759796,-0.980020915005402,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.31910021490395,-0.655969766862678,1,0.122636376395691,2,0.053953597655005
"49",9,2011-01-07,-0.922664696024477,-0.908971739872583,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.3190092101087,-0.721810448714581,0,0.130961382992215,2,0.053953597655005
"50",9,2011-01-14,-1.19884507551878,-0.893900702723196,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.3204119568567,-0.721810448714581,0,0.122187154180602,2,0.053953597655005
"51",9,2011-01-21,-0.774070428764093,-0.822851527590376,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.33077723466056,-0.721810448714581,0,0.121102881721727,2,0.053953597655005
"52",9,2011-01-28,-0.81608673881703,-0.835769559432708,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.34114250973989,-0.721810448714581,0,0.123647465131431,2,0.053953597655005
"53",9,2011-02-04,-1.43505872106028,-0.880982670880866,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.35150778754374,-0.721810448714581,0,0.145266444272827,2,0.053953597655005
"54",9,2011-02-11,-1.31669570127701,-0.809933495748046,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.3618730653476,-0.721810448714581,1,0.14811162321698,2,0.053953597655005
"55",9,2011-02-18,-0.0679914622647513,-0.760414373685777,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.37055768875942,-0.721810448714581,0,0.162970434311988,2,0.053953597655005
"56",9,2011-02-25,-0.0418593669879253,-0.717354267544674,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.37857005313895,-0.721810448714581,0,0.136862977960737,2,0.053953597655005
"57",9,2011-03-04,0.0431980411680188,-0.237234084071376,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.38658242024302,-0.721810448714581,0,0.144573976934455,2,0.053953597655005
"58",9,2011-03-11,-0.260139221653179,0.130929823435056,-0.419910231645416,-0.148323838776639,-0.0716510468083456,-0.266735419430136,-0.506240147959001,1.39459478462255,-0.721810448714581,0,0.138110304725666,2,0.053953597655005
